ID,INHOUD1,DATERING
12303985,"Missive van de Heer van Deurne als rentmeester ivm het verkopen der tienden te Oss die toebehoord hebben aan de abt van Echternach; tevens een missive ivm het subsidiëren van het kantoor van rentmeester Beresteijn met een bedrag van 4000 gl.","dinsdag 13 september 1689"
12308680,"Rapport op een rekest van ontvanger Cornelis van Vrijbergen te ’s-Hertogenbosch betreffende het gebruik van ‘ ‘s lands hooff gelegen aen den Boom nevens de Citadelle tot ‘sHartogenbosch’. Dit rekest gaat naar een commissie die op de verpachting der tienden komt om ‘over de pretentie van Nicolaes Blom wegens gedane reparatien en melioratien in billikheijd te disponeren’.","dinsdag 22 mei 1691"
12310562,"Ontvanger Gans en controleur Fermeer adviseren in een schrijven van 24 april op een rekest van de gehuchten onder de dingbank van Oisterwijk en het dorpke Helvoirt dat de dorpen die onder de genoemde dingbank vallen Haaren, Belveren, Udenhout, Berkel, Heukelom en Enschot zijn waarbij zich Helvoirt heeft gevoegd, verwijzend naar de schade geleden in 1642 door de inkwartiering van de gehele infanterie en waarop een remissie is gevolgd","maandag 25 juni 1646"
12346180,"Akte van borgtocht gepasseerd voor schepenen van ’s-Hertogenbosch waarbij Maria Roefs weduwe van wijlen de predikant Everard Schuijl, Adriaan Schuijl en Floris Schuijl predikant te Berlicum zich borg stellen voor de administratie van Johan Schuijl rentmeester der domeinen in de drie landen van Overmaze.","vrijdag 2 maart 1696"
12347479,"Rekest van Charles d’Immerseel graaf van Bokhoven te kennen gevende dat hij door de ontvanger Cornelis van Vrijbergen is geëxecuteerd n.a.v. de betaling van het collateraal over de goederen nagelaten door Albertus Ferdinandus d’Immerseel graaf van Bokhoven broer van de suppliant [met nadere details - lange akte].","woensdag 16 juli 1698"
12348482,"Rekest van Rogier van Oisterwijk, Lambert Vugts, Nicolaas Schaaij en Hendrick van Rosmalen uit Middelrode en Dinther met een verzoek om aan hen in erfpacht uit te geven een aantal landerijen  nl. 2 klampen met enig teulland gekomen van het convent van den Uilenburg en gelegen onder Dinther, 7 hont land in het Lage Loo gekomen van het convent van de Kruisbroeders, 10 lopensen van de pastorie van Rosmalen en 5 lopensen gekomen van het convent van de Kruisbroeders gelegen aan de Santstraet alle te Berlicum.","woensdag 14 april 1700"
12349485,"Missive van rentmeester Johan van Leeffdael waarbij hij dispositie verzoekt op verschillende posten in zijn laatste rekening waarop na deliberatie is besloten de rentmeester te gelasten om lijsten op te stellen van gebrekkige betalers en die te sturen naar de regenten van de resp. dorpen waaraan gelast wordt door de vorster of gerechtsbode de gebrekkige via parate executie te dwingen tot betaling en de penningen te furneren [opbrengen] ten kantore van de rentmeester","maandag 14 augustus 1702"
12350752,"Rapport i.v.m. het zodenwerk van het ravelijn met dat van het contrescharp van de schans Crevecoeur en het aardewerk van deze schans","9 augustus 1704"
12354312,"Rekest van Henricus van Schaardenberg predikant te Bakel te kennen gevende dat het dak van de kerk van Bakel door oudheid en weinig onderhoud dat er aan is gedaan zodanig is vervallen en bijzonder mede door de zware stormwind die enige tijd geleden schade heeft aangericht sinds enige tijd en wel zo dat het dak voor een groot deel van boven open is en ongeschikt om daar nog langer de H.Godsdienst te kunnen doen; dat hij suppliant tot reparatie van de kerk menigmaal de kerkmeesters Wybert Hendrycx van Scheepstal en Pieter de Cort secretaris, die van de kerk ongeveer 700 gl. onder zich hebben en vruchteloos laten liggen heeft verzocht en zelfs aangemaand, doch tevergeefs, en verzoekt daarom nu de Ed: Mo: of ze willen gelieven te authoriseren de heren die op de aanstaande verpachting naar Brabant komen om de suppliant naast \zijn kerkmeesters eens te horen, de zaak onderzoeken en op basis van hun bevindingen disponeren zoals zij oordelen dat het behoort; te kennen gevende ten tweede dat de Ed: Mo: bij resolutie van 8 november 1700 hebben geordonneerd aan de regenten van Bakel dat zij binnen 14 dagen de suppliant zouden voorzien van een bekwame woning en aan de kwartierschout van Peelland dat hij daartoe aan de suppliant behulpzaam zoude zijn dat in gevolge van dien de regenten wel een huis hebben gehuurd voor de suppliant voor de tijd van 5 jaren , maar dat het toen zeer vervallen wasmaar ze hebben de conditie gesteld dat ze het voor de predikant bewoonbaar zouden maken en ook in een behoorlijk staat van onderhoud zouden houden; dat de regenten, hoeveel verzoeken of aanmaningen de suppliant ook deed, sinds dat hij er in gewoond heeft niet de minste reparatie hebben laten uitvoeren en alles gelaten zoals het was waardoor de suppliant bij slecht weer geen plaats in dat huis heeft die droog blijft en daardoor en zijn boeken en zijn meubelen bedorven zijn tot grote schade van de predikant;","13 maart 1706"
12367259,"Rapport op een bericht van ontvanger Van der Helst op een rekest van de Heer en de regenten van Gansoijen in het kwartier Oisterwijk gezonden aan de raad om advies","14 september 1707"
12380100,"Missive van Philip Jacob van Borssele van der Hooge raad en rentmeester generaal der domeinen in het kwartier van ’s-Hertogenbosch inhoudende een rapport van zijn verrichtingen in voldoening van een resolutie van de Ed: Mo: van 2 maart jl. [met details]","16 juli 1711"
12415248,"Copie uit het Rentboek van 22 october voldaan door Peter Simon Evers 1739 t/m 1752. O.a. aan Jan Linder den kleermaker. Jan van der Heijden den kleermaker. Den oude Wesenbeeck. Marie Verweteringh. De pannehoef tot Bockstel. Het goet tot Liempde. Willem Evers van Houtum. Meester van Son tot Bockstel. . Catelijn Verweteringe. Hendrik Verwetering.",1752
12432636,"Lambert Peterss van Maren heeft een stuck landts in Lithoijen in Sferen hoeve, belendingen: Gijsbert Jan Loijens; Gijsbert Peterss; de thiendwech; Willem Peterss van Maren; verkocht aan Rutgeren zoene wijlen Henricx Jacobss. Hieruit een half roije audts maesdijcx tot Lueth gelegen tussen Jan Biekens erfgenamen ende Brien Henricx erfgenamen aen deen eijnde bovennaest ende Lambert voors benedennaest. Testibus Lambert Janss ende Willem Steijnss. <ZR>ERONDER: Rutger zoene wilneer Henricx Jacopss heeft op verbintenisse van een stuk land in Lithoijen opte afterste weije, belendingen: Goossen Deliss; den dollarts dijck; de gemeinre strate; Dirick Henricxss; aan Lamberden Peterss van Maren 3 jaar lang geloeft 3 carolus gulden te betalene jairlijcx op sint Lamberts dach, ende teijnden de selve 3 jaeren boven den voors pacht alnoch 50 carolus gulden eens. Actum et testibus ut supra.",14-9-1552
12440489,"Jan Everts en Adriaen Jan Marten Meusen van Erp gearresteerd en gedaagd voor de vorster om aan te nemen het momboirschap over de onmondige kinderen van Hendrick Jan Marten Meusen verwekt bij Hilleken dochter van Evert Aert Evers. Zij hebben de eed afgelegd.",25-03-1677
12447026,"Coram eisden is comen CATHERIJN JAN VAN GENDTSdochter naegelaeten weduwe ANTHONIS VANDEN HOVEL, ende heeft erffelijcken vercoft PETER GERITSS, hoir aengedeelt dat sij heeft aende voirs. twe stucken erffs. Ende heeft Peteren voirs. dat opgedragen ende halmelick op vertegen, ende gelooft in alder maten als voirs. etc.<ZR>Actum anno XLVII, den Xen van januarij.",10-1-1547
12448773,"Voor: Wilm van de Camp (president); Geert Snoeken (schepen)<ZR>Comparanten: Juffr. Gertrudis van den Eijnden (Clooster Bethelem) <ZR>Betreft: testament<ZR>Belendingen:","26 julij 1759"
12450077,"Eedt van borgemeesters uijt de de straet ende Aude vrijheijt Peeter Cornelisse de Gruijter. Bos en Varenhout Peeter Stevens. Ollant ende Houtem Tijs Penninx. Nenssel ende Vressel Lambert van Boxtel. Eerdt en Eversche Adriaen Hendrik Philipse. Berselaar Lendert Cornelis van Casteren.",1721
12451313,"Testament van Elisabeth van Poppel weduwe van wijlen Johan Zijnen als hij leefde schoolmeester tot Liemde leggende siek te bedde. Zij heeft tot voogden over haar minderjarige kinderen aangesteld Nicolaas Zijnen schoolmeester tot Schijndel van vaders seijde en Antonij van Poppel scheepen tot Budel van moeders seijde",1737
12453415,"Rekest van Caspar Eijmberts mr. timmerman aannemer van de reparatie van de Marensedam op wie een ordonnantie wordt geslagen van 800 gl.","dinsdag 18 februari 1716"
12459413,"Henrick van Dyden verklaart voor een termijn van 25 jaren aan Derixke, huisvrouw van Heyss van Heck, verhuurd te hebben een kamer met schoorsteen, mits zij gezond en onbesmet blijft van “lasarye” (lepra); zij mag deze kamer niet onderverhuren, doch moet er zelf in gaan wonen.",18-2-1532
12460451,"Opdracht door Henrick van Lynnen als gevolmachtigde van Aloffz kinderen aan Geryt Custer t.b.v. het kapitel van een aangerichtsbrief met transfix betreffende 5 philipsgulden.",19-4-1545
12462071,"Frans Roevers en Jacop van Pleess, schepenen te Vierlingsbeek oorkonden, dat Siebke Brouwer en zijn kinderen verklaard hebben, dat Hermen van Dieck een erfdienstbaarheid van dreef heeft over de koepass van Gert Jacops en over de koepass van Siebke voornoemd om rundvee te drijven naar aan voornoemde Hermen toebehorend erf, genaamd dat Breenbroeck.",15-2-1538
12463074,"Lambert van Haeff en Herman vander Geest, schepenen van Cuyck oorkonden, dat heer Jan Klyngell, priester, en Roeloff Janssoen – op verzoek van Derick Haertfuest – verklaard hebben gezien te hebben in 1557 – toen het koren nog te velde stond – dat de zwarte ruiters te Linden de door Haertfuest voornoemd van de heer van Boxmeer gepachte tienden met geweld weggenomen hebben.",5-10-1559
12469811,"Eodem ut in primo, Een cempken teulandts groot Negen Vaetset, ofte soo groot ende cleijn t'selve onder den dorpe van Berchen gelegen, d'ERFFGEN[AME]N WILLEM THIJSSEN bovennaest, ende JAN GERRIT JOCHEMS beneden naest, schietende van erve alnue<ZR>(202) toebehorende HENDRICK WILLEMS tot Berchen voorss[creve], tot op mollis streepen, aldaer aengelegen, hebben sij als voorss[creve], wettelicken ende erffelicken vercocht, opgedragen ende overgegeven GERRIT JAN GERRITS tot Berchen ende sijnen erven, omme bij deselven ten erffelicken rechten te hebben ende te besitten, ende hebben helmelinge daer op [ver]teegen inne manieren indien gewoonlijck sijnde, tot behoeff GERRIT JAN GERRITS tot Berchen voorss[creve] ende sijnnen erven,  Mede geloovende sij eerste vercooperen transportanten, en met haer de voorn[oemde] Borgen als schuldenaeren principaell ende op verbijntenissen van haer persoonen ende goederen, nue hebbende ende naermaels vercrijgende, ende den voorn[oemde] CORST PETER SCHUERMANS als Beste Vader (in marge:) ende neffens GERRIT HENDRICK SEBERS als momber (einde marge) vande voorss[creve] Ommundige, op verbijntenisse van der selver Ommundige persoonen ende goederen, t'[voorscrevene] vercoopen, transporteeren ende opdraegen, altijt goet, vast, steedich ende van vollen weerden te sullen houden, ende allen commer, calangie ende aentale daer inne sijnde ende naermaels commende, alingh ende int geheel aff te doen, Ende te weeren los ende vrije, uitgenomen schouwen ende commeren binnen s'landts, daer toe te onderhouden behorende, Datum et testes ut ante://<ZR>in marge: coopspen[ninge]n -64: gl.; 40den penn: -1-12-0  Bet[aelt]p[enningen]<ZR>doodboek 8, oss: 30 mei 1661  mariken hendrik seberts; 06 apr 1669  hermen hendrik seberts; 09 apr 1669  wouter janssen; 06 jan 1677  hendrick seberts; 03 apr 1680  lijneken ruth corsten",19-3-1682
12503246,"Voor Gijsbert Gijsberts de Weerdt ende Dierck Huijberts, schepenen in Maren, is verschenen Neesken Ariens de Weerdt, dat sij had genomen den offecier tot haer mombaer. Deze begeert dat de landerije die haer broeder Arien bij Stijntijen sijn vrou hadde in gebrocht te weten: anderhalven mergen lants onder Maren op kerck velt ende noch 8 hont lants onder Kessel inde vorsten erdt, volgens testament dat Nesken voorn. over geeft, ende haer tocht daer van affstant doet aen Arien Gijsberts de Werdt, haer heeff, dat hij die selve landerije sal gebruijcken soo lang als sijn moeder leeft ende oock moet betalen ende onderhouden alle de lasten ende maesdijcken die daertoe behoorende. Ende als Leentijen sijn moeder compt te sterven soo salt selve goet moeten gedeijlt worden soo wel den eenen als den anderen in gelijcke deelen. Arien salt landt aenverden nu op den 1en januari 1690. Nu wat aengaet de huijsraet sal Arien alleen hebben voor de costen van schepenen ende secretaris sonder daer van te doen reckeninge voor sijne andere suters ofte broeders.",16-9-1689
12507868,"Missive van ingenieur Draak die een concept van een bestek instuurt over het onderhoud van de stenen gordijnen en rondelen rondom de stad ’s-Hertogenbosch welk onderhoud opnieuw publiek moet worden aanbesteed omdat het huidige contract afloopt","maandag 24 augustus 1716"
12508904,"missive van rentmeester des Tombes met een omstandig rapport over de staat van het proces hangende voor de Raad van Brabant in Den Haag tussen de commandeur van Gemert en de abt van Echternach aan de ene kant en de kerkmeester van de kerk te Deurne aan de andere kant, welk proces wordt voortgezet","vrijdag 13 januari 1719"
12511671,"Henric zoon van Jacop Pauwelss. heeft verkcoht aan Peter Hermanss. van Helmont een jaarpacht van drie sester rogge Bossche maat te betalen op Maria Lichtmis uit een stuk land 8 lop. groot ter stede genaamt den Born volgens een Schijndelse schepenbrief en genoemde Peter heeft deze pacht verkocht aan Geryt Aertss. (?) van den Duyngen + slotformule – schepenen Jan Rutten en Lauvreyns Michelss.","2 november 1555"
12520292,"JAN RUTTEN woonende tot Macheren inden Graeffschappe van Megen / Vierdehalff hondt groeslandt / ofte de hellichte van het dordepart in eenen Camp van drie ende eenen halven mergen / ofte soo groot ende cleijn den selven gelegen op hingsterick onder de Vrijh[eij]t van Osch / aen d'eene sijde de WEDUWE INDEN CORSBOONS tot s'Hertogenbosch / ende aen<ZR>(14r) d'andere sijde CLAES AERT ELEMANS / schietende vanden langendonckschen dijck / tot opde bruijsbeempt aldaer / heeft hij wettelicken ende erffelicken [ver]cocht / opgedraegen ende overgegeven / CLAES SOONE GERRIT CLAESSEN SCHOENMAECKER ende sijnen erven / omme bij den selven ten erffelicken rechten te hebben ende te besitten / ende heeft helmelinge daer op [ver]teegen inne manieren indien gewoonlijck sijnde / tot behoeff CLAES SOONE GERRIT CLAESSEN SCHOENMAECKER voorss[creve] / ende sijne erven / Mede geloovende hij [ver]cooper transportant / als schuldenaer principaell ende op [ver]bijntenisse van sijn persoon ende alle sijne goederen / nue hebbende ofte naermaels [ver]crijgende t'[voorscrevene] [ver]coopen / transporteeren ende opdraegen / altijt goet / vast / steedich ende van vollen waerden te sullen houden / ende allen commer / calangie ende aentale daer inne sijnde ende naermaels commende / alingh ende int geheel aff te doen / Ende te weeren Los ende vrije / uitgenomen schouwen ende commeren binnen s'landts / daer toe te onderhouden behoorende / Getuijgen waeren JAN GIJSBERS VAN HEUMEN ende HENDRICK JANSSEN VAN MEEUWEN Schepenen der Vrijh[eij]t van Osch; Geschiet den 4:en Februarij 1675://:<ZR>in marge: Coopspenn[ingen] -195: gl:<ZR>40:en penn[ing] -4-17-8 Bet[aelt]",4-2-1675
12550030,"Rekest van de regenten van Nuenen Gerwen en Nederwetten met een verzoek om remissie","maandag 23 oktober 1719"
12551327,"Missive van de magistraat van ’s-Hertogenbosch waarbij ze een declaratie doorstuurt van de gedane voorschotten, geleverde medicamenten t.b.v. de zieken te Schijndel en Gemonde","maandag 10 november 1721"
12563331,"JAN DIELISSEN eenen mergen Groeslandt gelegen opden reusheuvel onder de Vrijheijt van Osch: aende eene sijde Erve JONCKER WOUTER VAN OSCH: aende ander sijde Erve ons lieff vrouw schietende met den eenen eijnde op de gansse steegh ende met den anderen eijnde opden hooijgraeff / heeft hij wettelick ende erffelick vercocht opgedraegen ende overgegeven aen LIJSKEN ARIEN WOUTERS ende haeren erven omme bij haer ten erffelicken rechten te hebben ende te besitten ende heeft helmelinge daer op verteegen in manieren indien gewoonlijck sijnde tot behoeff van LIJSKEN ARIEN WOUTERS voorss[creve] ende haeren erven: Mede geloovende hij vercoopere transportante: als schuldenaer principael: ende op verbante: van sijne respective persoone ende goederen nu hebbende ende naermaels vercrijgende het voors[creve] vercoopen opdraegen ende overgeven altijt voor goet vast bundigh ende van vollen waerden te sullen houden ende allen commer calangie ende aenthaele daer inne sijnde ofte naermaels kommende alingh ende int / geheel aff te doen / Ende te weeren Los ende vrije uijtgenomen schouw ende commeren binnen s'landts: daer toe te onderhouden gehoorende / Getuijgen waeren hier over:<ZR>(58v) JAN VAN MEEUWEN President in absentie vanden Heere quartierschouth BRESSIJ: ende WILLEM JACOBS Schepenen der Stadt ende Vrijheijt van Osch / Ende des T oirconde bijde selffde onder Teeckent binnen Osch opden twaelffden Februarij sestienhondert drieentnegentigh<ZR>ondertekening door: Jan van Meeuwen; T merck + Willem Jacobs<ZR>in marge: Coopspenningen -60 gulden<ZR>40:en penn[ing] -1-10-0 Bet[aelt]",12-2-1693
12590342,"Abraham van den Broeck en Aleijda Verhaaren, echtelieden, verlenen hun zoon Abraham van den Broeck, wonend te Amsterdam consent om te huwen met Elisabeth du Meijne wonend in de Pieter Jacobsstraat te Amsterdam.",20.09.1781
12599908,"Voor schepenen in Geffen is verschenen Meriken weduwe wijlen Thonis Diercxss. Deze heeft vercoeft Wiellem Wiellem Hanrickss Raeijmaker eenen eerffeliken tsijens van 16 st 1 ort st waer aff den iersten betaeldach sal weesen op lichtmijs toecoemende 1572 nae scrijven van Gheeffen ende dat wijt huijs ende hoeff van 4 vaetsaets lans in Geffen in die Eelst ter plaetssen geheijten die lech wijck, belendingen: Jan van Loets eerffgenamen; die eerffgenamen van Uijdo Claes; de oelssen camp; die gemeijne straet. Op conditien daer in toegedaen dat die vercoepersse desen sijns van 16 st 1 ort st altijt sal moegen met 13 gulden lossen.<ZR>Actum 21[-11-1571]. Schepenen Eijmbert Peters, Rutger Hanrix. Desen tsijns van 16 st een ort ergo non extenditur.",21-11-1571
12629808,"Claes Thonissen, jongman te Wanroij en Anneken Lucassen eerst wed. van Ariaen Perdoel en laatst wed. van Thomas Jans Berghs wonende te Wanroij geass. met Aert Lucassen van der Weijden en Jan Jans Berghs als momb. over twee voorkinden uit beide huwelijken. Verklaring van de momber van Willem Ariaens dat het land dat hij van zijn vader heeft verkregen, van het kind moet blijven.",10.05.1700
12646461,"Johan Willems van den Acker en Maria Elisabeth van den Hoogen, echtelieden. Op Langstleven. Legaat van testatrice voor Jenneke van Woensel, te weten de drie beste rokken, 2 dukaten en 2 gouden oorringen.",14.06.1760
12648257,"Hendrik van de Staij en Johannes Cappitiens worden aangezocht om op te treden als momboirs over de twee onmondige kinderen van Teeus Peters en Derriske van de Staeij, met name Peter en Anna Teeuwsen, om over te kunnen gaan tot scheiding en deling tussen Hendrik Fransen, Reijnier Hendriks en Jacomina van de Staeij, over de goederen hen aangekomen van Christiaen van de Staeij en Anna van Kessel, hun gewezen bestevaer en bestemoeder.",27.01.1731
12652038,"Momboirs aangesteld over de minderjarige kinderen van Theodorus Repelius, in leven predikant te Beugen.",20.01.1747
12668643,"Rekest van Johan Versteegen wonende te Eindhoven zowel voor hem zelf als voor de verdere kinderen en erfgenamen van wijlen Matheus Versteegen, geweest zijnde collecteur van de gemene middelen over het dorp Oerle in kwartier Kempenland ingegaan 1716. te kennen gevende dat hij suppliant op 23 maart 1721 met de regenten van genoemd dorp finalijk heeft afgerekend en de regenten aan hem zijn schuldig gebleven een bedrag van 57:6:8 welke som tot op heden niet is voldaan [met details]","zaterdag 24 juli 1723"
12670056,"Missive van G.Knips medicine doctor uit Eindhoven die zich heeft laten informeren over de uitgebroken ziekte te Asten in kwartier Peelland, waarbij hij wordt gelast van tijd tot tijd ’n keer dat dorp te bezoeken ten einde aan de zieken de medicamenten voor te schrijven en te leveren  en ook aan de onvermogenden het nodige voedsel te verstrekken, voor zover de ziekte voortkomt uit gebrek aan goed voedsel of daardoor behandeld kan worden, wat van landswege betaald zal worden, zoals dat destijds ook is gebeurd te Oerle in kwartier Kempenland; men verzoekt hem om de 14 dagen te berichten hoe het met de ziekte in Asten staat","vrijdag 13 juli 1725"
12711329,"Missive van rentmeester Tengnagel waarop na deliberatie is de rentmeester te autoriseren tot het publiek aanbesteden van het driejarig onderhoud van de Marensedam bij de schans van St.Andries","donderdag 5 december 1726"
" Kepkensdonkdijk<ZR>Tekent Marcelis Willems Sub. Secr.",1680,20-NOV-17
12726378,"koop 285-0-0, last 39-0-0, totaal 324-1-0, 40e penn: 8-2-0<ZR>Gerrit van der Poel, Jan van der Poel, Joost van der Poel, Antony Blommers gehuwd met Maria van der Poel, Hendrik Spierings gehuwd met Geertruij van der Poel, Claas Swanenburg gehuwd met Hendrina van der Poel, Peternella Jongens weduwe van Welle van der Poel, volgens acte van authorisatie voor schepenen van Nuland dd 10 oktober 1762, alle kinderen en kindskinderen van Zeger van der Poel, en alle inwoners van Orten, Geffen en Nuland.<ZR>- 2 mergen hooiland te langst overt Nuland, oost Geurt Croone c.s., west Piet van der Ven, zuid de neeteringsgraaf, noord den Hoefdijk, nu overgedragen aan Gerrit van der Poel, inwoner alhier.<ZR>Tekenen: Gerrit van der Poel, Jan van de Poel, Joost van de Poel, Antoni Blommers, Hendrikus Spierings, Klaas van Swanenbergh, merk Peternella van der Poel, Gerit van Gogh, Paulus Govers.","17 november 1762"
12733449,"Een gereghte vierdepart in een campke hooij ofte gras lant in Geffen ter plaetsen inde rijt ongescheijden groot int geheel 2 mergen 2 hont ordinaer genoemt t schijndels campke, belendingen: oost de weijvreij; zuid Antonis Jans van Groenendael; west den Gemontse camp; heeft Jan Leenders van de Weteringh inwoonder in Gemonde opgedragen aen Adriaen Willems van den Oetelaer inwoonder tot Schijndel. Dit land is voor 5 jaar verhuurd aan Jan Dricks van der Heijde. Nogh mede gecompareert Geerit Corte van Casteren mede inwoonder tot Gemonde, Jan Cuijpers woonende tot Vught, die borg staan.<ZR>Getuijge waren de hr. Hendrick de Booij drossaert ende Geurt Sighman [tekent: Gurdt Sichman] presiden schepen van Geffen.<ZR>[in marge:] coopspen. 140-0-0<ZR>40/ 30-10-0<ZR>10/ 0-7-0<ZR>same 3-17-0<ZR>volgens quitantie van dato den 29-1-1717<ZR>uijtgemaeckt aenstonts",30-1-1717
12740696,"Willemina Himpers, oud circa 44 jaar, woonachtig te Nistelrode en bekend bij de schepenen van Heesch, benoemt tot haar universele erfgenamen de reeds verwekte en nog te verwekken kinderen van Jacob Jansen, kleinkinderen van haar zus wonende te Nistelrode. Jacob Jansen moet daarvoor zijn moeder, na het overlijden van zijn stiefvader Arien School, haar leven lang onderhouden.",23-04-1755
12758820,"Voor Bernart Gerardts [tekent: Bernart Gerartssen] president ende Gijsbert van Grinsven [tekent: Gijsbert Jacobs van Grinsven] schepenen in Geffen, is verschenen Peter soone Jan Jacob Schoncken [tekent: Peeter Jansen Schonck] jonghman inwoonder van Geffen out ontrent 24 jaeren doorden vorster gedaeght ter instantie van Peter Vosch van Avesaet drossaert van Geffen nomine officii. Hij verklaart dat opden 28-12-1667 des avonts ontrent de clocke 10 uiren ten huijse van Hendrick Jans Verhagen een groot rumour onder het geseltschap was als off daer cracqueel ende gevecht waere geweest, ende dat Jan Hendrickx van Wamel dienstknecht van jonker Jan de Cock van Oppijnen eenen pinstock inde hant hadde, waer mede soo hem docht dat hij nae Adriaen soone Adriaen Hendricx van Creijl stack off sloegh, sonder dat hij deponent gesien heeft dat imant van het geseltschap een mesch inde hant hadde. Geeft redenen van welwetenschap dat hij allen t’geene voors soodanich heeft gehoort ende gesien.",3-1-1668
12765591,"Quirijn van Grinsven; Johannes Francis de Loijer gehuwd met Maria Quirijn van Grinsven verkopen voor 567 gulden en 10 stuivers aan Cornelis van Driel, mede inwoner alhier het groot huis en de helft van den hof naast d’erve van de weduwe Lathouwer, e.z. de transportanten, a.z. de weduwe Lathouwer, e.e. de transportanten, a.e. de weduwe Lathouwer, met de geregtigheid van den uitweg naar de gemene straat, reserverende de transportanten bij hun kleine huisje alle zodanige gerechtigheden als bij meergemelde verkoopsconditie zijn voorbehouden.",16-12-1799
12769136,"Rekest van Jacob Santje verzoekende na het overlijden van Hendrik Reijsterborg opzichter van ’s  lands stallen te ’s-Hertogenbosch met de vacante opzichtersplaats begunstigd te mogen worden; de Raad gaat akkoord","dinsdag 15 november 1729"
12770155,"Missive van J. van Heurn waarnemende het kantoor van ontvanger Benting op een rekest van Petrus Nagelmakers i.v.m. een verbandbrief betreffende een kapitaal van 1000 gl. te laten registreren op het kantoor der beden gezonden aan de Raad om advies","maandag 4 februari 1732"
12771222,"legitimatie voor Tielman Janssen Dalms",31.10.1669
12772228,"rekest van de regenten van Rosmalen om een stukje erf publiek te mogen verkopen","7 januari 1785"
12787102,"Alsoo questie ende proces voor schepenen van Geffen was ontstaen tusschen Jan Peter Sighmans als man van Jenneken Janssen van Creijl ter eenre ende Meriken weduwe Cornelis Brusten, Adriaen Janssen van Tilbeurgh, Corst Adriaens als man van Meriken voorheen getrouwt geweest met Dirck Jacobs van Creijl, mitsgaders Adriaen Willems van Creijl alle in dier qualiteijt als geweese momboiren van Jenneken Janssen van Creijl voornt. ende Bartolomeus Janssen haers broeder zaliger ter andere zijde, ende dat ter saecke van hunne administratie en gedaene rekeningen, soo is voor drossart en schepenen van Geffen naergenoempt gecompareert den voorn Jan Peter Sighmans, soo voor sigh selven ende mede als erffgenaem van voors Bartolomeus Janssen, die verclaerde met de voorn. momboiren overcomen ende geaccordeert te weesen, te weeten dat gemelten Jan Peters Sighmans allen de restanten van de verpachte landerijen sal over neemen om die metten voorn Adriaen Janssen van Tilbourgh mede comparant inne desen in te vorderen, die oock heeft gelooft de beheulpelijcke hant daer inne te sullen bieden, waer mede gemelten Jan Peters sigh in voldoeninge van alle sijnne pretentien verclaert vergenoeght en gecontenteert te sullen houden, gelijck hij doet crachte deser sonder tot laste van voors momboiren eenige pretentie meer te reserveren, sullende de voors geantameerde procedure daer mede aff doodt ende te niet weesen.<ZR>Getuijgen waeren dhr. Gerardt Croon [tekent: G. Croon] drossart, Henderick van den Bogart [tekent: Hendrick vanden Boogaert] president ende Everdt van Ravesteijn [tekent: Evert van Ravensteijn] schepenen.",29-4-1694
12850049,"Op 13 mei 1741 heeft de weduwe van Laurens Rijcke van de Ven een akker teulland vernaderd vanwege Aert Cappeteijn, zie daarvoor folio 28.",13-05-1741
12851673,"Rekest van Jan Louis Verster te kennen dat de Kardinaal Graaf van Schouborn als landcommandeur der Balie van Aldenbiesen op zijn minderjarige zoon Jasper Verster geconfereerd heeft een zeker beneficie gefundeerd op het altaar van St. Catharina in de kerk van Heesch voor een periode van 7 jaren","vrijdag 8 januari 1734"
"Leenders; Anneken Leenders -<ZR>Jacob Hendericx; Anna sijn huijsvrouw +; Henderick Jacobs; Henderixken Jacobs -<ZR>Jan Jan Boogarts; Maria sijn huijsvrouw; Frans Jansen; Matteus Jansen; Anneken sijn huijsvrouw +; Jan Matteussen -<ZR>Jan Jacob Bogarts; Leendert Jansen; Cornelia Remmits +<ZR>Pauwels Aerts van Thiel; Cattelijn sijn huijsvrou; Meriken Aerts +; Jenneken Pauwelsen -<ZR>Floris Jansen; Jan Florissen; Adriaen Florissen; Mariken Florissen +<ZR>Adriaen Hendericx; Heijlken Hendericx; Maria Jansen +; Adriaen Teunissen -<ZR>Aleken wed. Jan van de Sande; Adriaen Jansen; Jenneken Jansen; Henderina Jansen +; Nelis Teunissen; Johanna Gerits -<ZR>Peter Brock; Cattelijn sijn huijsvrou; Jenneken Jansen; Jenneken Aerts; Henderick Gijsberts +; Willem Adriaen -<ZR>Dirck Thomassen; Lijsken sijn vrouw; Jacomijn Dircx; Hilleken Dircx +; Teunis Dircx -",1696,20-NOV-17
12866380,"Voor Dirck Aerntss van Swaenbergen ende Jacob Aelbrechtss van Hedel, schepenen in Berlicum, is verschenen Lambrecht Henrick Vuchts, die een jaarlijkse cijns van 3 karolus gulden verschijnende inden hoochtijde van sinte Peter apostel ad cathedram in februario, uit huijs, hoff ende erffenisse dair aen gelegen in Berlicum ter plaetse genoempt Middelroij aen die brugge, belendingen: Jan van Delft; die gemeijn strate; die gemeijn Aa; heeft verkocht aan tot behoeff Adriane wittige dochter wijlen Jacob Smeets. Te lossen met 50 gulden.",9-12-1564
12887970,"Gerit Jans Coninck<ZR>Adriaen Eijmberts<ZR>Jan Jan Everts<ZR>Jan zoon wijlen Peter Joerdens<ZR>meester Geraert Roijmans",1620
